item,paper,condition,subcondition,aging,measure,timing,index
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,BT,3
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AT,1
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AT,2
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AT,3
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AA,1
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AA,2
CI 11,Canson Ingres Paper,Control,Water,Aged,ph,AA,3
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,BT,1
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,BT,2
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,BT,3
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AT,1
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AT,2
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AT,3
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AA,1
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AA,2
CI 12,Canson Ingres Paper,Control,Water,Aged,ph,AA,3
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,BT,1
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,BT,2
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,BT,3
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AT,1
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AT,2
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AT,3
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AA,1
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AA,2
CI 13,Canson Ingres Paper,Control,Water,Aged,ph,AA,3
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,BT,1
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,BT,2
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,BT,3
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AT,1
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AT,2
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AT,3
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AA,1
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AA,2
CI 14,Canson Ingres Paper,Control,Water,Aged,ph,AA,3
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,BT,1
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,BT,2
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,BT,3
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AT,1
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AT,2
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AT,3
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AA,1
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AA,2
CI 15,Canson Ingres Paper,Control,Water,Aged,ph,AA,3
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
CI 16,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
CI 17,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
CI 18,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
CI 19,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
CI 20,Canson Ingres Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
CI 21,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
CI 22,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
CI 23,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
CI 24,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
CI 25,Canson Ingres Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
CI 26,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
CI 27,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
CI 28,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
CI 29,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
CI 30,Canson Ingres Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
CI 31,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
CI 32,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
CI 33,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
CI 34,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
CI 35,Canson Ingres Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
CI 36,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
CI 37,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
CI 38,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
CI 39,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
CI 40,Canson Ingres Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
CI 41,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
CI 42,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
CI 43,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
CI 44,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
CI 45,Canson Ingres Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
CI 46,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
CI 47,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
CI 48,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
CI 49,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
CI 50,Canson Ingres Paper,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,1
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,2
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,3
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,1
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,2
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,3
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,1
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,2
CI 51,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,3
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,1
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,2
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,3
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,1
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,2
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,3
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,1
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,2
CI 52,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,3
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,1
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,2
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,BT,3
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,1
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,2
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AT,3
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,1
CI 53,Canson Ingres Paper,2% CP Kelco,Interleaving,Aged,ph,AA,2
